Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,Latitude,Longitude
391304,BUCKTAIL MEDICAL CENTER,1001 PINE STREET,RENOVO,PA,17764,CLINTON,(570) 923-1000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,2,,41.32774125,-77.73656029972034
391305,TROY COMMUNITY HOSPITAL,275 GUTHRIE DRIVE,TROY,PA,16947,BRADFORD,(570) 297-2121,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,0,5,0,,8,8,,12,5,,41.7932325,-76.794310711214
391306,ENDLESS MOUNTAINS HEALTH SYSTEMS,100 HOSPITAL DRIVE,MONTROSE,PA,18801,SUSQUEHANNA,(570) 278-3801,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,2,,7,3,0,3,0,,8,1,0,1,0,,11,6,0,6,0,,8,8,,12,2,,41.8375008,-75.8365227198374
391307,PENN HIGHLANDS TYRONE,187 HOSPITAL DRIVE,TYRONE,PA,16686,BLAIR,(814) 684-1255,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,12,3,,40.67509905,-78.25170556721838
391308,LECOM HEALTH CORRY MEMORIAL HOSPITAL,965 SHAMROCK LANE,CORRY,PA,16407,ERIE,(814) 664-4641,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,1,4,0,,8,Not Available,5,12,4,,41.93613705,-79.61296265579352
391309,BARNES-KASSON COUNTY HOSPITAL,2872 TURNPIKE STREET,SUSQUEHANNA,PA,18847,SUSQUEHANNA,(570) 853-3135,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,0,5,0,,8,8,,12,Not Available,5,41.94813514236214,-75.59390099800835
391312,PENN HIGHLANDS BROOKVILLE,100 HOSPITAL ROAD,BROOKVILLE,PA,15825,JEFFERSON,(814) 849-2312,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,3,0,3,0,,8,1,0,1,0,,11,6,0,6,0,,8,8,,12,4,,41.156366750000004,-79.09343893613783
391313,UPMC COLE,1001 EAST SECOND STREET,COUDERSPORT,PA,16915,POTTER,(814) 274-9301,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,7,0,7,0,,8,8,,12,7,,41.7723479,-77.98079050100692
391314,TITUSVILLE HOSPITAL,406 WEST OAK STREET,TITUSVILLE,PA,16354,CRAWFORD,(814) 827-1851,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,3,0,3,0,,8,1,0,1,0,,11,5,1,4,0,,8,Not Available,5,12,5,,41.63361195,-79.67987257862401
391315,PENN HIGHLANDS ELK,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857,ELK,(814) 788-8000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,4,0,4,0,,8,2,0,2,0,,11,6,0,6,0,,8,8,,12,7,,41.4267876,-78.57876253869864
391316,UPMC WELLSBORO,32-36 CENTRAL AVENUE,WELLSBORO,PA,16901,TIOGA,(570) 724-1631,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,4,0,4,0,,8,3,0,3,0,,11,9,0,9,0,,8,8,,12,5,,41.7402461,-77.2948081
391317,CONEMAUGH MINERS MEDICAL CENTER,290 HAIDA AVENUE,HASTINGS,PA,16646,CAMBRIA,(814) 247-3100,Critical Access Hospitals,Proprietary,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,Not Available,5,40.65813745,-78.70525910701878
393302,UPMC CHILDREN'S HOSPITAL OF PITTSBURGH,ONE CHILDREN'S HOSPITAL DRIVE,PITTSBURGH,PA,15224,ALLEGHENY,(412) 692-5325,Childrens,Voluntary non-profit - Other,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.450509,-79.936305
393303,CHILDREN'S HOSPITAL OF PHILADELPHIA,34TH ST & CIVIC CENTER BLVD,PHILADELPHIA,PA,19104,PHILADELPHIA,(215) 590-3745,Childrens,Voluntary non-profit - Private,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,39.990821,-75.168428
393304,CHILDREN'S HOME OF PITTSBURGH,5324 PENN AVENUE,PITTSBURGH,PA,15224,ALLEGHENY,(412) 441-4884,Childrens,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.4640877,-79.93752970190974
393307,ST CHRISTOPHER'S HOSPITAL FOR CHILDREN,160 EAST ERIE AVE,PHILADELPHIA,PA,19134,PHILADELPHIA,(215) 427-5000,Childrens,Proprietary,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.00627865,-75.12563272174422
393309,SHRINERS HOSPITALS FOR CHILDREN - PHILADELPHIA,3551 N BROAD STREET,PHILADELPHIA,PA,19104,PHILADELPHIA,(215) 430-4000,Childrens,Voluntary non-profit - Other,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.00691579591837,-75.15165328571427
394001,NORRISTOWN STATE HOSPITAL,1001 STERIGERE STREET,NORRISTOWN,PA,19401,MONTGOMERY,(610) 313-1000,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.13365275,-75.34865906848228
394004,DANVILLE STATE HOSPITAL,50 KIRKBRIDE DRIVE,DANVILLE,PA,17821,MONTOUR,(570) 271-4500,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.35455,-75.13267
394008,FRIENDS HOSPITAL,4641 ROOSEVELT BOULEVARD,PHILADELPHIA,PA,19124,PHILADELPHIA,(215) 831-4600,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.02696005,-75.10297108633173
394012,CLARKS SUMMIT STATE HOSPITAL,1451 HILLSIDE DRIVE,CLARKS SUMMIT,PA,18411,LACKAWANNA,(570) 586-2011,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.480932,-75.73779
394014,WERNERSVILLE STATE HOSPITAL,160 MAIN STREET,WERNERSVILLE,PA,19565,BERKS,(610) 670-4100,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.329766,-76.08214
394016,WARREN STATE HOSPITAL,33 MAIN DRIVE,NORTH WARREN,PA,16365,WARREN,(814) 723-5500,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.8807114,-79.1473417
394020,WELLSPAN PHILHAVEN HOSPITAL,283 SOUTH BUTLER ROAD,MT GRETNA,PA,17064,LEBANON,(717) 273-8871,Psychiatric,Voluntary non-profit - Church,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.268007,-76.464605
394023,BELMONT BEHAVIORAL HOSPITAL,4200 MONUMENT AVENUE,PHILADELPHIA,PA,19131,PHILADELPHIA,(215) 877-2000,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,39.990821,-75.168428
394026,TORRANCE STATE HOSPITAL,121 LONGVIEW DRIVE,TORRANCE,PA,15779,WESTMORELAND,(724) 459-8000,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.41729,-79.22281
394027,FAIRMOUNT BEHAVIORAL HEALTH SYSTEM,561 FAIRTHORNE AVENUE,PHILADELPHIA,PA,19128,PHILADELPHIA,(215) 487-4000,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.04252622222222,-75.22366977777779
394033,MONTGOMERY COUNTY EMERGENCY SERVICE,50 BEECH DRIVE,NORRISTOWN,PA,19403,MONTGOMERY,(610) 279-6100,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.1367124,-75.3521696
394034,HORSHAM CLINIC,722 EAST BUTLER PIKE,AMBLER,PA,19002,MONTGOMERY,(215) 643-7800,Psychiatric,Proprietary,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.1639884,-75.2098817
394038,FOUNDATIONS BEHAVIORAL HEALTH,833 EAST BUTLER AVE,DOYLESTOWN,PA,18901,BUCKS,(215) 345-0444,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.299981,-75.164744
394039,FIRST HOSPITAL OF WYOMING VALLEY,562 WYOMING AVENUE,KINGSTON,PA,18704,LUZERNE,(570) 552-3900,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.270037200000004,-75.88963142585652
394040,MEADOWS PSYCHIATRIC CENTER,132 MEADOWS DRIVE,CENTRE HALL,PA,16828,CENTRE,(814) 364-2161,Psychiatric,Proprietary,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.844827,-77.685051
394043,CLARION PSYCHIATRIC CENTER,TWO HOSPITAL DR RD#3 BOX 188,CLARION,PA,16214,CLARION,(814) 226-9545,Psychiatric,Proprietary,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.21479,-79.38532
394049,BROOKE GLEN BEHAVIORAL HOSPITAL,7170 LAFAYETTE AVENUE,FORT WASHINGTON,PA,19034,MONTGOMERY,(215) 641-5300,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.134328,-75.21625
394050,ROXBURY TREATMENT CENTER,601 ROXBURY ROAD,SHIPPENSBURG,PA,17257,CUMBERLAND,(717) 532-4217,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.05358412670976,-77.53665679059931
394051,PENNSYLVANIA PSYCHIATRIC INSTITUTE,2501 NORTH THIRD STREET,HARRISBURG,PA,17110,DAUPHIN,(717) 782-4742,Psychiatric,Proprietary,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.269355,-76.888551
394052,HAVEN BEHAVIORAL HOSPITAL OF EASTERN PENNSYLVANIA,145 NORTH 6TH STREET,READING,PA,19601,BERKS,(610) 406-4340,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.33761793877551,-75.92573118367348
394053,HAVEN BEHAVIORAL HOSPITAL OF PHILADELPHIA,"3301 SCOTTS LANE, FOUR FALLS BUILDING",PHILADELPHIA,PA,19129,PHILADELPHIA,(215) 475-3400,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.011127,-75.186317
394054,EAST END BEHAVIORAL HEALTH HOSPITAL,225 PENN AVENUE SECOND FLOOR,PITTSBURGH,PA,15221,ALLEGHENY,(412) 247-2400,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.446769,-79.891807
394055,LANCASTER BEHAVIORAL HEALTH HOSPITAL,333 HARRISBURG AVENUE,LANCASTER,PA,17603,LANCASTER,(717) 740-4100,Psychiatric,Voluntary non-profit - Other,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.04920735,-76.31441595149622
394056,TOWER BEHAVIORAL HEALTH,201 WELLNESS WAY,READING,PA,19605,BERKS,(484) 659-2300,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,40.345762,-75.924229
400001,PRESBYTERIAN COMMUNITY HOSP,1451 ASHFORD AVENUE,SAN JUAN,PR,907,SAN JUAN,(787) 721-2160,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,4,0,3,1,,8,Not Available,5,12,Not Available,5,18.46633,-66.10572
400003,HOSPITAL METROPOLITANO DR PILA,2435  BOULEVARD LUIS A FERRE,PONCE,PR,733,PONCE,(787) 848-6910,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,1,,18.004201,-66.610685
400004,"ASOCIACION HOSPITAL DEL MAESTRO, INC",SERGIO CUEVAS BUSTAMANTE STREET 550,SAN JUAN,PR,936,SAN JUAN,(787) 758-6420,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,Not Available,16,7,2,0,1,1,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,2,1,,8,Not Available,5,12,Not Available,5,18.41128,-66.069078
400005,HIMA SAN PABLO HUMACAO,CALLE FONT MARTELO #3,HUMACAO,PR,791,HUMACAO,(787) 852-2424,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,1,,41.37456,1.932607
400006,DOCTOR'S CENTER DE SAN JUAN,PDA. 20 C/ SAN RAFAEL # 1395,FERNANDEZ JUNCOS,PR,909,SAN JUAN,(787) 723-2950,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,1,1,,8,8,,12,2,,27.927031,-82.514885
400007,RYDER MEMORIAL HOSPITAL INC,355 AVE FONT MARTELO,HUMACAO,PR,791,HUMACAO,(787) 852-0768,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,1,0,1,0,,11,1,0,1,0,,8,Not Available,5,12,1,,18.155949,-65.835324
400011,"HOSPITAL MENONITA HUMACAO, INC",300  AVE FONT MARTELLO,HUMACAO,PR,792,HUMACAO,(787) 434-1700,Acute Care Hospitals,Proprietary,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,Not Available,5,18.152674,-65.834062
400018,MENNONITE GENERAL HOSPITAL INC,CALLE JOSE C VASQUEZ BO. CAONILLAS,AIBONITO,PR,705,AIBONITO,(787) 535-1001,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,Not Available,5,17.268512,-97.675953
400019,HOSPITAL PAVIA SANTURCE,CALLE PROFESOR AUGUSTO RODRIGUEZ #1462,FERNANDEZ JUNCOS,PR,910,SAN JUAN,(787) 641-1616,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,17,7,3,0,3,0,,8,4,1,1,2,,11,4,0,4,0,,8,Not Available,5,12,Not Available,5,18.444407,-66.069017
400021,HOSPITAL DE LA CONCEPCION,ROAD NUMBER 2 KM 173.4 CAIN ALTO,SAN GERMAN,PR,683,SAN GERMAN,(787) 892-1860,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,1,17,7,3,0,3,0,,8,3,2,1,0,,11,3,0,2,1,,8,Not Available,5,12,2,,23.833531,90.418004
400022,HOSPITAL DAMAS INC,PONCE BY PASS #2213,PONCE,PR,717,PONCE,(787) 840-8460,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,2,0,2,0,,8,Not Available,5,12,2,,36.771972,-2.810484
400032,BAYAMON MEDICAL CENTER,CARRETERA #2 KM 11 7,BAYAMON,PR,960,BAYAMON,(787) 620-8181,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,1,,18.39856,-66.15572
400044,SAN LUKE'S MEMORIAL HOSPITAL INC,TITO CASTRO AVE #917,PONCE,PR,733,PONCE,(787) 844-2080,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,2,17,7,3,0,3,0,,8,3,1,1,1,,11,4,0,4,0,,8,Not Available,5,12,1,,18.03099,-66.596181
400048,HOSPITAL MENONITA GUAYAMA,AVE. PEDRO ALBIZU CAMPOS URB. LA HACIENDA,GUAYAMA,PR,785,GUAYANILLA,(787) 864-4300,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,2,,17.96997,-66.1135
400079,HOSP COMUNITARIO BUEN SAMARITANO,CARR.2 KM.1.4 AVE. SEVERIANO CUEVAS #18,AGUADILLA,PR,603,AGUADILLA,(787) 658-0000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,1,2,,8,Not Available,5,12,1,,18.445353,-67.147494
400098,HOSPITAL SAN FRANCISCO,371 DE DIEGO AVE,SAN JUAN,PR,923,SAN JUAN,(787) 767-5100,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,1,1,,11,1,0,1,0,,8,Not Available,5,12,1,,18.46633,-66.10572
400102,DOCTORS' CENTER BAYAMON,9 J STREET EXT HERMANAS DAVILA,BAYAMON,PR,959,BAYAMON,(787) 622-5420,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,8,,12,2,,18.39856,-66.15572
400103,MAYAGUEZ MEDICAL CENTER,CARR 2 BO SABALOS,MAYAGUEZ,PR,682,MAYAGUEZ,(787) 652-9200,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,2,2,,8,Not Available,5,12,1,,43.277755,0.119197
400104,HOSPITAL MENONITA CAGUAS INC,CARR 172  EXIT 21 URB TURABO GARDENS,CAGUAS,PR,725,CAGUAS,(787) 744-3141,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,2,1,,8,Not Available,5,12,1,,18.23598,-66.030975
400105,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,LAUREL AVE SANTA JUANITA #100,BAYAMON,PR,956,BAYAMON,(787) 787-5151,Acute Care Hospitals,Government - State,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,Not Available,5,18.359492,-66.163695
400106,METROPOLITAN HOSPITAL,CARRETERA 21 1785 URB LAS LOMAS,SAN JUAN,PR,915,SAN JUAN,(787) 782-9999,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,2,1,,8,Not Available,5,12,Not Available,5,10.038116,-84.200189
400109,HIMA SAN PABLO BAYAMON,70 CALLE SANTA CRUZ,BAYAMON,PR,961,BAYAMON,(787) 620-4747,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,5,0,5,0,,8,1,0,1,0,,11,5,0,3,2,,8,Not Available,5,12,2,,18.39641623076923,-66.1458406923077
400110,HOSPITAL METROPAVIA DR YAUCO,CARR 128 KM 1.0,YAUCO,PR,698,YAUCO,(787) 856-1000,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,Not Available,5,4.719111,-74.087684
400111,HOSPITAL SAN CARLOS BORROMEO,CALLE CONCEPCION VERA AYALA #550 S,MOCA,PR,676,MOCA,(787) 877-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,1,1,,8,Not Available,5,12,Not Available,5,40.997297,-3.636718
400113,HOSPITAL SAN CRISTOBAL,CARR 506 KM 1 0,COTO LAUREL,PR,780,PONCE,(787) 848-2100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,Not Available,5,18.04806,-66.549552
400114,MANATI MEDICAL CENTER DR OTERO LOPEZ,CALLE HERNANDEZ CARRION URB ATENAS,MANATI,PR,674,MANATI,(787) 621-3700,Acute Care Hospitals,Proprietary,Yes,Y,1,,7,4,0,4,0,,8,4,3,1,0,,11,5,0,3,2,,8,Not Available,5,12,4,,20.9576,-97.410591
400115,CENTRO MEDICO WILMA N VAZQUEZ,CARR. 2 KM 39.5    ROAD NUMBER 2 BO ALGARROBO,VEGA BAJA,PR,693,VEGA BAJA,(787) 858-1580,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,Not Available,5,18.44092,-66.399837
400117,HOSPITAL DR SUSONI INC,55 PALM ST,ARECIBO,PR,614,ARECIBO,(787) 650-1031,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,1,,-26.75002,152.848831
400118,"DOCTORS' CENTER HOSPITAL, INC","MARGINAL CARRETERA NO 2, KM 47 7",MANATI,PR,674,MANATI,(787) 853-3322,Acute Care Hospitals,Proprietary,Yes,Y,1,,7,2,0,2,0,,8,3,2,0,1,,11,3,0,3,0,,8,8,,12,7,,40.260872,-5.923899
